微博id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
LjhQ97qtP,#英语##少儿英语# 宝妈们，小朋友们晚上好！今天推送一个有关公主和神龙的小故事。很久很久以前，狮子国王一家在金色城堡里过着幸福美满的日子，一天，美丽的公主北丑陋的怪物抓走了，狮子国王决定解救自己的女儿，他召集所有的骑士，他的女儿能重返城堡嘛？宝妈们来给宝宝一起听睡前故事吧！还有更多有趣、生动的小故事都在我们的LearnEnglish Kids:playtime app，还包括歌曲、游戏，海量库存带着宝宝一起打卡吧！苹果手机用户，打开app store搜索LearnEnglish Kids:playtime，或点击下面链接找到下载链接。网页链接 LearnEnglish的微博视频                                 ,无,无,2022-03-11 22:54,微博视频号,0,0,0
Ljh3qyWUe,"#英语##雅思备考# 如果你是在假期备考雅思中，了解雅思口语评分标准并掌握有效的学习方法是必不可少的。今天小编推荐大家参加British Council 制作的MOOC 课程：Inside IELTS: Preparing for the Test With the Experts，Neil老师跟你分享备考tips, 先来看看speaking test需要注意的重点：网页链接Lexical resourceGrammatical range and accuracyPronunciationFluency and coherence网页链接 LearnEnglish的微博视频                                 ",无,无,2022-03-11 20:54,微博视频号,0,0,0
LjgzopLAG,#雅思# 口语和写作考试中，能够“同义复述”，是非常重要的哦，这样可以展示你的词汇、语言结构丰富程度，也能使你的表达更显高级！今天就来交大家“To be honest” 这个常见短语的13种表达方式，快快用起来吧~网页链接  原图 ,http://wx4.sinaimg.cn/large/68ffa517gy1h062p16rbwj20fo0kw76d.jpg,无,2022-03-11 19:40,微博 weibo.com,0,0,0
Lj8BpxPCg,#英语#雅思口语考试中，你的回答到底要多长才合适？掌握以下两个原则吧：1）一定要用1-2个理由来解释自己的答案，建议说到2-3句话；2）聊到个人兴趣时，一定要给出自己喜好或者讨厌某事的原因。烤鸭们，快快学起来吧！网页链接  原图 ,http://wx1.sinaimg.cn/large/68ffa517gy1h04xopyy1aj20ku0dwwfo.jpg,无,2022-03-10 23:23,微博 weibo.com,2,0,1
Lj8d49nzN,"#英语# 今天的视频带大朋友及小朋友来看看牛顿的学霸养成记，牛顿小时候其实学习一般，但他热衷于发明创造，对数学和天文学都很感兴趣，想知道他长大了如何逆袭成为学霸，快来下载LEarnEnglish Kids: Playtime app, 苹果手机用户在app store直接搜索免费下载。网页链接 LearnEnglish的微博视频                                 ",无,无,2022-03-10 22:23,微博视频号,1,1,0
Lj7OIeOjE,#英语#书本知识只是语言学习的一部分，更重要的是练习、练习，还是练习！但无论学习目标是什么，请给自己留出至少三个月的准备时间哦。跟随#EnglishScore Tutors# ，告诉导师你的目标、兴趣爱好和时间表，你将得到一个完全定制的个性化学习方案，坚持每天30分钟！网页链接 LearnEnglish的微博视频                                 ,无,无,2022-03-10 21:23,微博视频号,3,1,0
Lj7CW1W36,#英语# #雅思# 准备好挑战一下听力练习吗？想要坚持练习听力，找到自己感兴趣的话题作为学习材料是很重要的哦。正常人的家庭各有各有意思的故事，那么皇室家庭呢？看看他们都带回来什么有趣的故事，一起磨磨耳朵吧！网页链接  原图 ,http://wx4.sinaimg.cn/large/68ffa517gy1h04x6nkhhcj21900u0q73.jpg,无,2022-03-10 20:54,微博 weibo.com,1,0,0
LiYmAzI0W,#英语##雅思#雅思口语备考应该如何准备？来听听我们的专家给你分享的建议。还有雅思听力，阅读，写作备考指南，请登录#ExpertTrack# 在线课程，网页链接 LearnEnglish的微博视频  ,无,无,2022-03-09 21:19,微博视频号,6,2,2
LiYmAyAsz,#雅思##英语# 今天我们看看在听力中最简单也最困难的常考点：数字日期和货币。写答案时，既可写成单词又可写成阿拉伯数字或金钱符号。看看这些常考点的正确形式吧.会用巧劲，节省时间，压缩空间，你懂的~最后啰嗦下：关于金钱的单词符号在前，数字在后哦查看更多题型戳这里网页链接  原图 ,http://wx2.sinaimg.cn/large/68ffa517gy1h03uc42cr9j209r0agmxb.jpg,无,2022-03-09 21:19,微博 weibo.com,2,0,1
LiXzSox0u,#英语# 完美英音，雅思听力最佳素材。Elementary podcast系列2 第7集， by British Council，本集内容包括：Ravi在计划他的假期、Tim说说跑山运动、Carolina的车子出了问题及Ravi说了个笑话，关于一头会说话的狗。Tom老师教我们如何使用“think”和复合名词。 一起来学习吧：网页链接  原图 ,http://wx4.sinaimg.cn/large/68ffa517gy1h03u6jobsgj21bd0u0qat.jpg,无,2022-03-09 19:19,微博 weibo.com,3,0,0
LiOUSr4vp,"#英语# #英国# 英国最南端的怀特岛Isle of Wight大家一定不陌生， 这里是英国阳光最充足的地方, 岛上有峭壁悬崖, 浪漫的沙滩, 还有环岛骑行公路。最令小编难忘的是位于Sandown桑当的怀特岛动物园, 和国内大多动物园不一样的是, 动物园是全生态开放式的, 游客可以去小动物们亲密互动，近距离接触。 🦝🦙🐇🦜对啦，怀特岛Blackgang Chine海滨游乐园已经恢复开放，小伙伴有机会可以过去玩玩。网页链接✨Ashley今天有和好搭档去了怀特岛，她们可以因为参加特殊节日而来！一起看看下面的视频看看她们都去了哪里，做了什么？完整视频在这里网页链接 LearnEnglish的微博视频                                 ",无,无,2022-03-08 21:16,微博视频号,3,4,1
LiOww7cvY,#有奖活动#【春日有奖问答】春游的表达可不是spring tour哦，一起来看看正确的表达方式吧👇-spring outing 春游-a day trip/out 一日游-go on a jaunt 出去逛逛例子：My classmates and I went spring outing last week.我和我的同学上周一块春游了。🎉🎁🎉今天邀请大家完成春日quiz有奖问答，完成后将有机会获得我们给大家准备的周边礼物一份！⭐参与方式 转发此weibo，并在评论区发出quiz答案即可⭐活动日期：即日起至3月24日0点2022年3月28日在本号公布获奖名单 。*本活动解释权归英国大使馆文化教育处所有             [组图共5张]      原图                             ,"http://ww2.sinaimg.cn/large/68ffa517gy1h02n2b9m81j20rs0rsjvn.jpg,http://ww2.sinaimg.cn/large/68ffa517gy1h02n2evokej20qo0qoacb.jpg,http://ww4.sinaimg.cn/large/68ffa517gy1h02n2mwoijj20u00u00wm.jpg,http://ww3.sinaimg.cn/large/68ffa517gy1h02n2qdixsj20qo0qowgy.jpg,http://ww3.sinaimg.cn/large/68ffa517gy1h02n2qwp0kj20u00u0gqm.jpg",无,2022-03-08 20:16,微博 weibo.com,11,23,18
LiOww7cik,#冷笑话# #英语# 每日一冷笑话，还有比这天气更冷的笑话吗……并没有问：今天我们一起看图猜冷笑话？两只耳朵各塞一个香蕉的大猩猩应该叫什么呢？What do you call the gorilla with a banana in each ear? 看答案戳这里网页链接  原图 ,http://wx3.sinaimg.cn/large/68ffa517gy1h02itm3v6gj20e80hsq3x.jpg,无,2022-03-08 20:16,微博 weibo.com,3,2,1
LiO8acCUx,"#英语# #语法# 'in spite of', 'despite', 'although', 'even though' and 'though' 都是尽管的意思，但是这些词真是傻傻分不清楚，应该如何使用？我们一起来学习下吧，戳链接网页链接  原图 ",http://wx1.sinaimg.cn/large/68ffa517gy1h02htcu3zdj20em0emgmy.jpg,无,2022-03-08 19:16,微博 weibo.com,5,3,2
LiFye0HPo,#英语# 我们英语睡前故事开始了，今天是老爷爷讲“The lion and the mouse”伊索寓言《狮子与老鼠》。一只小老鼠不小心打扰了狮子休息。让老鼠又惊又喜的是，狮子决定放她走。后来，当狮子被偷猎者的网捕获时，老鼠咬断了绳子，作为回报，把狮子放了出来。宝贝们，你们喜欢这个故事吗？网页链接 LearnEnglish的微博视频                                 ,无,无,2022-03-07 21:25,微博视频号,4,2,0
LiFpKFIPe,#英语##雅思#雅思口语备考学习无论是冲6.5，还是7，最终还是要检验沟通和表达的能力，掌握口语训练方法和答题技巧，考试形式和评分标准。点击链接，登录Understanding IELTS 课程，网页链接  LearnEnglish的微博视频  ,无,无,2022-03-07 21:04,微博视频号,0,1,0
Lidfh1ptH,#英语#上学快要迟到了，哪种交通工具能最快到学校？ 你相信吗？在英国，有的小朋友骑斑马，有的坐热气球，这样可以躲过早高峰交通堵塞，各种各样的上学交通工具，太可爱了！网页链接  LearnEnglish的微博视频  ,无,无,2022-03-04 21:21,微博视频号,0,0,0
Lid9BEK0o,#英语# 英语面试问题如何准备并巧妙解答，如何跟面试官谈薪水等等问题，EnglishScore Tutor在线课程老师1V1辅导，帮你有效提升口语技巧。现在预约课程，只需9元。网页链接 LearnEnglish的微博视频  ,无,无,2022-03-04 21:07,微博视频号,1,2,0
Lid3z2cBc,#英语# 2022北京冬奥会刚刚结束，残奥会今天正式开始了，小伙伴们对滑雪的热情也是越涨越高，我们的John老师今天也给大家聊聊滑雪的用具英文怎么说？网页链接 LearnEnglish的微博视频  ,无,无,2022-03-04 20:53,微博视频号,1,1,0
Li4iRAEdv,#儿童# #英语## “Goldilocks and the Three Bears” 是我最爱的故事之一，但是你怎么评判这个故事里的道德标准和道理呢？Goldilocks是一个小女孩。有一天，她在森林散步的时候看到一间房子，而房子的门是开着的。她会在里面找到些什么？网页链接 LearnEnglish的微博视频  ,无,无,2022-03-03 22:36,微博视频号,3,4,2
Li3UvqGcK,#雅思###口语## 考鸭们，新的一周开始了，你准备好努力了吗？关于努力，除了hardworking，还有哪些近义词呢？欢迎补充！网页链接industrious 勤奋diligent 刻苦conscientious 尽责dedicated 尽心尽力  原图 ,http://wx3.sinaimg.cn/large/68ffa517gy1gzwvfzpbwjj20ku0dwwfs.jpg,无,2022-03-03 21:36,微博 weibo.com,1,0,0
Li37O6yhj,#app# #英语## 今天我们一起来听听这个音频，看看和朋友保持良好的关系除了发信息，发票圈，打卡网红店还有哪些更有意义和难忘的方式。想听英音完整内容吗？马上下载LearnEnglish Podcast，免费收听完整全集内容吧！链接戳这里网页链接 LearnEnglish的微博视频  ,无,无,2022-03-03 19:36,微博视频号,1,0,0
Li2DrdYzC,#英语# #英语口语[超话]##  每到春天，英国人就喜欢去公园“野餐 go for a picnic”，在阳光下边吃边聊。那么“no picnic”的含义是什么？来做这个小测验，测试自己的英语小知识网页链接 “no picnic”的含义是什么？  ,无,无,2022-03-03 18:21,微博 weibo.com,20,1,0
LhUFnkFgC,#少儿# #英语# 对于不同阶段的女生，英语中如何称呼呢？Girls: 小女孩Gals: /ɡæls/ 女孩Ladies: 淑女；女士再来看看怎样描述和女性相关的性格、品质。首先这两个词和 girl 有关：Girlish: 少女的，像女孩子的Girly: 女孩子的，娘的Tomboy: 假小子今天给大家介绍这位伟大的女性Florence Nightingale《弗洛伦斯·南丁格尔》网页链接 LearnEnglish的微博视频                                 ,无,无,2022-03-02 22:04,微博视频号,2,2,1
LhUh1lGjR,#雅思# #英语# 如果能掌握一些英文谚语，不仅能帮助你在考试中展示你的英文水平，更有助于在国外快速和歪果仁们打成一片，融入当地环境哦~ 下面这张图片，你知道展示的是哪句英文谚语嘛？在评论区留言告诉我们你的答案，正解本周公布！网页链接  原图 ,http://wx4.sinaimg.cn/large/68ffa517gy1gzvu136718j20iv0t80tj.jpg,无,2022-03-02 21:04,微博 weibo.com,2,0,0
LhTLmorhG,#词汇# #英文# 同音词相信大家都不陌生，就是那些读音相同但是意义完全不一样的词汇，多掌握这些词汇，无论外国人讨论什么，大家都能轻松听明白，常用的同音词都有这些，戳链接学习更多吧网页链接比如说：Flower and flourRest and wrestPeak and peekWow and vowNight and knight  [组图共4张] 原图 ,"http://ww4.sinaimg.cn/large/68ffa517gy1gzueccabldj20at05cmx3.jpg,http://ww2.sinaimg.cn/large/68ffa517gy1gzueccaw0lj20aw05cmx2.jpg,http://ww1.sinaimg.cn/large/68ffa517gy1gzueccbvlwj20av05d0sl.jpg,http://ww1.sinaimg.cn/large/68ffa517gy1gzueccajw8j20ay05cjrb.jpg",无,2022-03-02 19:46,微博 weibo.com,2,1,1
LhLvVnJWM,"#绘画# #少儿英语# 睡前故事，今天给大家带来的是永恒的莎士比亚”系列之一，仲夏夜之梦。完整视频看这里哦网页链接剧中人物Demetrius, Hermia, Lysander和Helena在神话森林中会遭遇什么呢? 看视频找答案！这些好玩的内容只是我们LearnEnglish Kids网站上非常小的一部分，家长们快快通过这难得的时期陪自己的孩子学习英语吧！戳链接看更多有趣的内容吧网页链接 LearnEnglish的微博视频                                 ",无,无,2022-03-01 22:46,微博视频号,1,3,1
