微博id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
KpDv20lWA,#英语# #英语教育#  2021国际英语教育中国大会将于2021年7月23日本周五正式开幕，英国文化教育协会将在将在开幕当天下午16:10-17:40 举办农村英语教育专题研讨【Panel Discussion – English as a Component of a Development Agenda Supporting Rural and Disadvantaged Geographies】本次专题研讨会中，国内外专家将深度聚焦和探讨英语教育在乡村及欠发达地区的角色和现状，以及英语教育如何能够为当地发展，特别是年轻人的未来前景提供支持和新的机遇。了解更多研讨会内容以及线上报名方式👉 农村英语教育专题研讨 – 2021 国际英语教育中国大会                  原图                             ,http://wx2.sinaimg.cn/large/801513c2gy1gsnl3bc1b0j21900u0gtj.jpg,无,2021-07-20 18:19,微博 weibo.com,0,0,1
KnYmmkqms,"免费的英语教学系列网络研讨会来啦！英国文化教育协会将于7月12日-16日，即下周一至周五期间开展三场网络研讨会【Using literature with young learners and teenagers】，聚焦少儿及青少年英语教学中使用文学元素的不同方面。每场研讨会时长为1小时，现报名通道已开启，欢迎各位教师与英语教育工作者报名参加！来研讨会官网了解更多详情：网页链接报名直通指路：研讨会第一场（7月12日）Using picturebook video read-alouds in primary ELT：网页链接研讨会第二场（7月14日）Using children's literature as mirrors, windows and sliding glass doors in primary ELT：网页链接研讨会第三场（7月16日）A window to the world: Graphic Novels in the Secondary English Language Classroom：网页链接             [组图共2张]      原图                             ","http://ww4.sinaimg.cn/large/801513c2gy1gsaxqcezfuj20u00g2x08.jpg,http://ww3.sinaimg.cn/large/801513c2gy1gsaxozq3buj21900u04qu.jpg",无,2021-07-09 19:45,微博 weibo.com,4,2,0
KitRFtiZq,由英国文化教育协会全新制作的The Climate Connection – podcast series十集播客系列节目现已上线第一、二集！该系列播客节目聚焦探寻气候危机与语言教育之间的关系，是关于#气候变化# 的绝佳听力资源礼盒 这里不仅有原汁原味的全球英文访谈，还有丰富多样的PDF notes、Transcripts，以及Pre-listening、While-listening和Post-listening的教学活动建议。欢迎英语教师和教研员，以及对气候变化英文原版素材感兴趣的朋友订阅节目、在线听阅或下载分享详细内容：气候危机与语言教育系列播客即将全面上线！官网直达：网页链接                  原图                             ,http://wx3.sinaimg.cn/large/801513c2gy1gr56jqswhoj20u01hc0y1.jpg,无,2021-06-03 16:56,微博 weibo.com,1,0,0
Kgtf80bjt,由英国文化教育协会发起的“Climate Action in Language Education”项目五大板块之“气候变化绿色行动 - 教师专业发展系列线上培训课程”的第二模块：Developing and Delivering Lessons with a Sustainability Focus 已于5月19日正式开放！免费注册通道：网页链接该模块为自学模块，共3个单元，每单元学习时长1小时。课程开放时间：2021年5月19日至6月2日。在此期间，您可灵活安排学习时间。课程将帮助您把#气候变化#议题作为您当前课程的一部分，纳入#英语教学#实践中，并提供更多课本以外、与环境有关的内容。您将学习如何为学生提供与气候变化议题相关的语言技能，帮助其理解、讨论以及审辨式地参与气候变化议题，并提出解决当地和全球环境问题的方法。该系列在线课程旨在支持英语教师更好地将环境问题融入#英语教育#，帮助学习者具备理解、讨论和以审辩性思维参与气候变化议题的语言技能，并做出有意义的改变。背景信息：“Climate Action in Language Education英语教育中的气候行动”项目作为英国文化教育协会启动的一项围绕气候变化主题的全球性计划 ——“The Climate Connection”的重要组成部分， 聚焦于英语教学中的#气候行动#和环境可持续性。             [组图共3张]      原图                             ,"http://ww4.sinaimg.cn/large/801513c2ly1gqpwcpcr5oj20sg0e84l2.jpg,http://ww4.sinaimg.cn/large/801513c2ly1gqpwcw3lekj20hm0p0td5.jpg,http://ww3.sinaimg.cn/large/801513c2ly1gqpwcrp9twj20u00u0gpu.jpg",无,2021-05-21 11:40,微博 weibo.com,2,8,1
K5fZr0puc, 2021年第十九届ELTons国际英语教学创新奖，申请通道已正式开启！截止时间为3月22日（周一）上午07:59（北京时间）活动详情页及申请通道（官网）指路：网页链接去年，面对突如其来的疫情和教学环境变化，全球英语教学领域从业人员展现出了非凡的智慧，在最短的时间内找到了最大限度避免学习者受到干扰的创新模式和方法。新年伊始，国际英语教学创新奖或许正是您或您的团队为过去一到两年的辛苦耕耘收获认可与奖励的机会 我们欢迎任何组织和个人创新者提出您的申请！国际英语教学创新奖（ELTons Innovation Awards）由英国文化教育协会创办，是全球范围内英语教学创新领域的最高荣誉之一，被誉为英语教育界的奥斯卡盛典，旨在通过奖项的设立、申请和评选，鼓励和支持全球范围内满足英语教师和学习者真实需求的最新原创课程、书籍、出版物、应用程序、教学平台和教育项目。                  原图                             ,http://wx1.sinaimg.cn/large/801513c2gy1gocmzk23qaj21a60u07wh.jpg,无,2021-03-08 17:42,微博 weibo.com,1,1,0
K0YzQp4gw,问卷 | 英语教学与#气候变化# 【Language Teaching for the Planet】 截止日期本周五2月12日。诚邀各位英语教师与英语教育工作者参加，让这份有关英语教师教学实践的全球调研报告中有更多国内英语教师的声音 2021年第二十六届#联合国气候变化大会# 召开之际，British Council 发起了一项面向英语教育专业人士的全球问卷，以了解一线英语教师如何在英语语言教学实践中融合气候变化相关主题内容并形成一份调研报告。您的回答将帮助我们提高师生和公众对该领域优秀实践的意识，并且将有助于支持新方案的制定，以应对日益严重的气候危机。我们期待您的积极参与，并/或转发您认识的英语教师与英语教育工作者问卷直达：网页链接更多详情：问卷 | 英语教学与气候变化（Language Teaching for the Planet）                  原图                             ,http://wx4.sinaimg.cn/large/801513c2gy1gng34lfeucj20u00u0u0y.jpg,无,2021-02-08 14:01,微博 weibo.com,5,4,5
K0nYDzM8B,问卷 | 英语教学与#气候变化# 【Language Teaching for the Planet】2021年第二十六届#联合国气候变化大会# 召开之际，British Council 发起了一项面向英语教育专业人士的全球问卷，以了解一线英语教师如何在英语语言教学实践中融合气候变化相关主题内容并形成一份有关英语教师教学实践的调研报告。您的回答将帮助我们提高师生和公众对该领域优秀实践的意识，并且将有助于支持新方案的制定，以应对日益严重的气候危机。我们期待您的积极参与，并/或转发您认识的英语教育工作者。问卷直达：网页链接更多详情：问卷 | 英语教学与气候变化（Language Teaching for the Planet）                  原图                             ,http://wx1.sinaimg.cn/large/801513c2gy1gnblh4dn1gj20u00u0u0y.jpg,无,2021-02-04 16:51,微博 weibo.com,0,0,1
JAZIOugqV,明天就是新的一年啦！2020年最后一期的 British Council TeachingEnglish Newsletter，登陆👉网页链接 注册即可定期免费获取！这里有超级丰富的教学资源：-  【最新的British Council教师慕课 Teaching Young Learners Online】-  【简单上手的 New Year Activity】-  【教学博客 Remote Learning】-  【学术出版物 Challenges and Benefits of Mentoring】-  【年度报告 COVID-19 Insights Report】祝大家新年快乐！                  原图                             ,http://wx3.sinaimg.cn/large/801513c2gy1gm6x8kpxhaj20hh0qr76h.jpg,无,2020-12-31 12:23,微博 weibo.com,0,0,0
JzWeS7zbD,2020年 British Council 教师年末礼包大放送 小编为大家整理了2020年英国大使馆文化教育处的教师专业发展线上资源精彩合集（视频、PPT、嘉宾问答、会议报告等），包括网络研讨会、免费在线课程等 指路👉2020年度British Council教师发展线上资源精彩回顾 官网直达👉网页链接真诚感谢所有中英合作伙伴、学术专家和一线教师们对英国大使馆文化教育处在教师可持续专业发展领域工作的大力支持！恭祝圣诞 新年快乐教师国际化专业发展线上精选资源合集：1. 基础教育英语教师教学研讨会系列2. 高等教育教师国际化教学研讨会系列3. 全英文课程质量保障国际研讨会系列4. 新常态下教师专业发展网络研讨会系列5. British Council的免费教师专业发展慕课                  原图                             ,http://wx3.sinaimg.cn/large/801513c2gy1glyw4nsp1wj20u00gvgmg.jpg,无,2020-12-24 13:41,微博 weibo.com,3,0,1
JypKCm6yo,就在本周三！2020 高教全英文课程质量保障体系建设国际研讨会第三场邀您云相聚！2020年10月至12月间，英国大使馆文化教育处（British Council）携手中国教育国际交流协会（CEAIE），针对全英文课程建设中影响教育质量的课程质量保障体系、全英文教育的实证研究、全英文教育的支持性环境三大主题，联合举办系列国际研讨会。本系列研讨会第三场即将于本周三（12月16日星期三下午16.00-17.30点）与大家见面。该研讨会将邀请来自中外多名专家，就中国以及全球范围内针对全英文课程中的学生、学科教师以及学校层面的支持政策和体系方面的相关实践进行深入探讨。现报名通道已开启，欢迎您的加入！了解会议日程详情及免费注册报名请速戳👉报名开启|全英文课程建设国际研讨会（第三场）也可点击以下链接或扫描下方二维码立即报名！报名直达链接：网页链接活动官方网站：网页链接             [组图共2张]      原图                             ,"http://ww2.sinaimg.cn/large/801513c2gy1glnaxueeo9j20u013dqe6.jpg,http://ww1.sinaimg.cn/large/801513c2gy1glnay0f62pj20xv0h00wh.jpg",无,2020-12-14 13:08,微博 weibo.com,0,3,1
JvpDjvFPn,会议精彩集锦和回放视频来啦！2020年全英文课程建设国际研讨会系列第二场已于11月19日下午成功在线召开，来自国内外的多名专家就【高教全英文课程建设的相关研究】主题进行深入探讨和分享。我们为大家准备了超丰富的回顾内容，等你来围观【1】研讨会发言嘉宾演讲PPT、Q&A问答精选分享以及会议报告，都在这里👉网页链接【2】错过了当天直播或是想要再次观看？精彩回放立即呈现👉英国文化教育协会的优酷视频【3】第三场，也是本系列最后一场研讨会将于12月16日与大家云相聚，报名链接即将开启！掌握最实时和详尽的会议动态，欢迎前往官网了解更多👉网页链接                                 ,无,无,2020-11-24 19:19,微博 weibo.com,4,2,0
JuuNHc717,报名即将截止！2020 高教全英文课程质量保障体系建设国际研讨会第二场邀您云相聚！2020年10月至12月间，英国大使馆文化教育处（British Council）携手中国教育国际交流协会，针对全英文课程建设中影响教育质量的课程质量保障体系、全英文教育的实证研究、全英文教育的支持性环境三大主题，联合举办系列国际研讨会。本系列研讨会第二场即将于明日（11月19日星期四下午16-18点）与大家见面。该研讨会将邀请来自中英两国的专家和高教全英文课程领域的利益相关方，共同探讨全英文课程的研究现状，分享相关知识、见解和现状。现报名通道已开启，欢迎您的加入！了解会议日程详情及免费注册报名请速戳👉报名开启|全英文课程建设国际研讨会（第二场）也可点击以下链接或扫描下方二维码立即报名。报名直达链接：网页链接活动官方网站：网页链接             [组图共2张]      原图                             ,"http://ww3.sinaimg.cn/large/801513c2gy1gktid18xn6j20u016hnih.jpg,http://ww3.sinaimg.cn/large/801513c2gy1gktid6bpzqj20xt0ga78g.jpg",无,2020-11-18 18:38,微博 weibo.com,1,1,0
